,Building,Orientation,BlindType,Shading,WindowID,Occlusion,Floor,WindowSize,WindowVLT,BlindVLT,WindowBlindVLT,OfficeUse,Date_Time,WWR,View Quality,Sky Condition,Irradiance,Month
48886,C,Northeast,Roller,NonShaded,5351,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,15.761,5
47309,C,Northeast,Louver,NonShaded,5351,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
49276,C,Northeast,Roller,NonShaded,5351,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,16.4079,5
47704,C,Northeast,Louver,NonShaded,5351,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
49666,C,Northeast,Roller,NonShaded,5351,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,31.452,5
48099,C,Northeast,Louver,NonShaded,5351,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
50056,C,Northeast,Roller,NonShaded,5351,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,40.394,5
48494,C,Northeast,Louver,NonShaded,5351,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
50446,C,Northeast,Roller,NonShaded,5351,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,45.2868,5
44919,C,Northeast,Roller,NonShaded,5351,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45319,C,Northeast,Roller,NonShaded,5351,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45719,C,Northeast,Roller,NonShaded,5351,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46119,C,Northeast,Roller,NonShaded,5351,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46519,C,Northeast,Roller,NonShaded,5351,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
52904,C,Northeast,Roller,NonShaded,5351,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 09:00:00,0.48,Unknown,CLR,13.2865,10
53297,C,Northeast,Roller,NonShaded,5351,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 11:00:00,0.48,Unknown,CLR,46.974,10
53690,C,Northeast,Roller,NonShaded,5351,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 13:00:00,0.48,Unknown,CLR,64.6612,10
54083,C,Northeast,Roller,NonShaded,5351,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 15:00:00,0.48,Unknown,M,57.2659,10
54858,C,Northeast,Roller,NonShaded,5351,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
54859,C,Northeast,Roller,NonShaded,5351,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
50857,C,Northeast,Roller,NonShaded,5351,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51270,C,Northeast,Roller,NonShaded,5351,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51683,C,Northeast,Roller,NonShaded,5351,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52096,C,Northeast,Roller,NonShaded,5351,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52509,C,Northeast,Roller,NonShaded,5351,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
46915,C,Northeast,Roller,NonShaded,5353,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,49.7862,5
48887,C,Northeast,Roller,NonShaded,5353,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,15.761,5
47310,C,Northeast,Louver,NonShaded,5353,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
49277,C,Northeast,Roller,NonShaded,5353,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,16.4079,5
47705,C,Northeast,Louver,NonShaded,5353,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
49667,C,Northeast,Roller,NonShaded,5353,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,31.452,5
48100,C,Northeast,Louver,NonShaded,5353,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
50057,C,Northeast,Roller,NonShaded,5353,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,40.394,5
48495,C,Northeast,Louver,NonShaded,5353,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
50447,C,Northeast,Roller,NonShaded,5353,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,45.2868,5
44920,C,Northeast,Roller,NonShaded,5353,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45320,C,Northeast,Roller,NonShaded,5353,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45720,C,Northeast,Roller,NonShaded,5353,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46120,C,Northeast,Roller,NonShaded,5353,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46520,C,Northeast,Roller,NonShaded,5353,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
52905,C,Northeast,Roller,NonShaded,5353,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 09:00:00,0.48,Unknown,CLR,13.2865,10
53298,C,Northeast,Roller,NonShaded,5353,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 11:00:00,0.48,Unknown,CLR,46.974,10
53691,C,Northeast,Roller,NonShaded,5353,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 13:00:00,0.48,Unknown,CLR,64.6612,10
54084,C,Northeast,Roller,NonShaded,5353,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 15:00:00,0.48,Unknown,M,57.2659,10
54860,C,Northeast,Roller,NonShaded,5353,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
54861,C,Northeast,Roller,NonShaded,5353,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
50858,C,Northeast,Roller,NonShaded,5353,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51271,C,Northeast,Roller,NonShaded,5353,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51684,C,Northeast,Roller,NonShaded,5353,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52097,C,Northeast,Roller,NonShaded,5353,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52510,C,Northeast,Roller,NonShaded,5353,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
46916,C,Northeast,Roller,NonShaded,5354,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,49.7862,5
48888,C,Northeast,Roller,NonShaded,5354,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,15.761,5
47311,C,Northeast,Louver,NonShaded,5354,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
49278,C,Northeast,Roller,NonShaded,5354,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,16.4079,5
47706,C,Northeast,Louver,NonShaded,5354,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
49668,C,Northeast,Roller,NonShaded,5354,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,31.452,5
48101,C,Northeast,Louver,NonShaded,5354,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
50058,C,Northeast,Roller,NonShaded,5354,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,40.394,5
48496,C,Northeast,Louver,NonShaded,5354,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
50448,C,Northeast,Roller,NonShaded,5354,0.78,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,45.2868,5
44921,C,Northeast,Roller,NonShaded,5354,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45321,C,Northeast,Roller,NonShaded,5354,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45721,C,Northeast,Roller,NonShaded,5354,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46121,C,Northeast,Roller,NonShaded,5354,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46521,C,Northeast,Roller,NonShaded,5354,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
52906,C,Northeast,Roller,NonShaded,5354,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 09:00:00,0.48,Unknown,CLR,13.2865,10
53299,C,Northeast,Roller,NonShaded,5354,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 11:00:00,0.48,Unknown,CLR,46.974,10
53692,C,Northeast,Roller,NonShaded,5354,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 13:00:00,0.48,Unknown,CLR,64.6612,10
54085,C,Northeast,Roller,NonShaded,5354,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 15:00:00,0.48,Unknown,M,57.2659,10
54862,C,Northeast,Roller,NonShaded,5354,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
54863,C,Northeast,Roller,NonShaded,5354,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
50859,C,Northeast,Roller,NonShaded,5354,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51272,C,Northeast,Roller,NonShaded,5354,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51685,C,Northeast,Roller,NonShaded,5354,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52098,C,Northeast,Roller,NonShaded,5354,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52511,C,Northeast,Roller,NonShaded,5354,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
46917,C,Northeast,Roller,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,49.7862,5
48889,C,Northeast,Roller,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,15.761,5
47312,C,Northeast,Louver,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
49279,C,Northeast,Roller,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,16.4079,5
47707,C,Northeast,Louver,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
49669,C,Northeast,Roller,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,31.452,5
48102,C,Northeast,Louver,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
50059,C,Northeast,Roller,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,40.394,5
48497,C,Northeast,Louver,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
50449,C,Northeast,Roller,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,45.2868,5
44922,C,Northeast,Roller,NonShaded,5355,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45322,C,Northeast,Roller,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45722,C,Northeast,Roller,NonShaded,5355,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46122,C,Northeast,Roller,NonShaded,5355,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46522,C,Northeast,Roller,NonShaded,5355,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
52907,C,Northeast,Roller,NonShaded,5355,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 09:00:00,0.48,Unknown,CLR,13.2865,10
53300,C,Northeast,Roller,NonShaded,5355,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 11:00:00,0.48,Unknown,CLR,46.974,10
53693,C,Northeast,Roller,NonShaded,5355,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 13:00:00,0.48,Unknown,CLR,64.6612,10
54086,C,Northeast,Roller,NonShaded,5355,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 15:00:00,0.48,Unknown,M,57.2659,10
54864,C,Northeast,Roller,NonShaded,5355,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
54865,C,Northeast,Roller,NonShaded,5355,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
50860,C,Northeast,Roller,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51273,C,Northeast,Roller,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51686,C,Northeast,Roller,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52099,C,Northeast,Roller,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52512,C,Northeast,Roller,NonShaded,5355,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
46918,C,Northeast,Roller,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,49.7862,5
48890,C,Northeast,Roller,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,15.761,5
47313,C,Northeast,Louver,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
49280,C,Northeast,Roller,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,16.4079,5
47708,C,Northeast,Louver,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
49670,C,Northeast,Roller,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,31.452,5
48103,C,Northeast,Louver,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
50060,C,Northeast,Roller,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,40.394,5
48498,C,Northeast,Louver,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
50450,C,Northeast,Roller,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,45.2868,5
44923,C,Northeast,Roller,NonShaded,5356,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45323,C,Northeast,Roller,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45723,C,Northeast,Roller,NonShaded,5356,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46123,C,Northeast,Roller,NonShaded,5356,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46523,C,Northeast,Roller,NonShaded,5356,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
52908,C,Northeast,Roller,NonShaded,5356,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 09:00:00,0.48,Unknown,CLR,13.2865,10
53301,C,Northeast,Roller,NonShaded,5356,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 11:00:00,0.48,Unknown,CLR,46.974,10
53694,C,Northeast,Roller,NonShaded,5356,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 13:00:00,0.48,Unknown,CLR,64.6612,10
54087,C,Northeast,Roller,NonShaded,5356,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 15:00:00,0.48,Unknown,M,57.2659,10
54866,C,Northeast,Roller,NonShaded,5356,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
54867,C,Northeast,Roller,NonShaded,5356,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
50861,C,Northeast,Roller,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51274,C,Northeast,Roller,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51687,C,Northeast,Roller,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52100,C,Northeast,Roller,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52513,C,Northeast,Roller,NonShaded,5356,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
46919,C,Northeast,Roller,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,49.7862,5
48891,C,Northeast,Roller,NonShaded,5358,0.69,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,15.761,5
47314,C,Northeast,Louver,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
49281,C,Northeast,Roller,NonShaded,5358,0.69,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,16.4079,5
47709,C,Northeast,Louver,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
49671,C,Northeast,Roller,NonShaded,5358,0.69,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,31.452,5
48104,C,Northeast,Louver,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
50061,C,Northeast,Roller,NonShaded,5358,0.69,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,40.394,5
48499,C,Northeast,Louver,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
50451,C,Northeast,Roller,NonShaded,5358,0.69,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,45.2868,5
44924,C,Northeast,Roller,NonShaded,5358,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45324,C,Northeast,Roller,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45724,C,Northeast,Roller,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46124,C,Northeast,Roller,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46524,C,Northeast,Roller,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
52909,C,Northeast,Roller,NonShaded,5358,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 09:00:00,0.48,Unknown,CLR,13.2865,10
53302,C,Northeast,Roller,NonShaded,5358,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 11:00:00,0.48,Unknown,CLR,46.974,10
53695,C,Northeast,Roller,NonShaded,5358,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 13:00:00,0.48,Unknown,CLR,64.6612,10
54088,C,Northeast,Roller,NonShaded,5358,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 15:00:00,0.48,Unknown,M,57.2659,10
54868,C,Northeast,Roller,NonShaded,5358,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
54869,C,Northeast,Roller,NonShaded,5358,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
50862,C,Northeast,Roller,NonShaded,5358,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51275,C,Northeast,Roller,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51688,C,Northeast,Roller,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52101,C,Northeast,Roller,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52514,C,Northeast,Roller,NonShaded,5358,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
46920,C,Northeast,Roller,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,49.7862,5
48892,C,Northeast,Roller,NonShaded,5359,0.69,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,15.761,5
47315,C,Northeast,Louver,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
49282,C,Northeast,Roller,NonShaded,5359,0.69,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,16.4079,5
47710,C,Northeast,Louver,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
49672,C,Northeast,Roller,NonShaded,5359,0.69,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,31.452,5
48105,C,Northeast,Louver,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
50062,C,Northeast,Roller,NonShaded,5359,0.69,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,40.394,5
48500,C,Northeast,Louver,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
50452,C,Northeast,Roller,NonShaded,5359,0.69,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,45.2868,5
